2023-06-11 02:40:13,918  INFO GempukkuServer:20 - GempukkuServer loading prerequisites...
2023-06-11 02:40:14,126  INFO LotroCardBlueprintLibrary:58 - Locking blueprint library in constructor
2023-06-11 02:40:14,131  INFO LotroCardBlueprintLibrary:61 - Unlocking blueprint library in constructor
2023-06-11 02:40:15,001 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set0.hjson
2023-06-11 02:40:15,109 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set1-dwarven.hjson
2023-06-11 02:40:15,162 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set1-elven.hjson
2023-06-11 02:40:15,205 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set1-gandalf.hjson
2023-06-11 02:40:15,255 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set1-gondor.hjson
2023-06-11 02:40:15,295 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set1-isengard.hjson
2023-06-11 02:40:15,324 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set1-moria.hjson
2023-06-11 02:40:15,352 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set1-sauron.hjson
2023-06-11 02:40:15,375 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set1-shire.hjson
2023-06-11 02:40:15,401 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set1-wraith.hjson
2023-06-11 02:40:15,431 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set1.hjson
2023-06-11 02:40:15,471 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set2-dwarven.hjson
2023-06-11 02:40:15,496 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set2-elven.hjson
2023-06-11 02:40:15,519 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set2-gandalf.hjson
2023-06-11 02:40:15,535 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set2-gondor.hjson
2023-06-11 02:40:15,555 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set2-isengard.hjson
2023-06-11 02:40:15,572 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set2-moria.hjson
2023-06-11 02:40:15,599 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set3-elven.hjson
2023-06-11 02:40:15,632 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set4-dwarven.hjson
2023-06-11 02:40:15,650 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set4.hjson
2023-06-11 02:40:15,677 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set5.hjson
2023-06-11 02:40:15,706 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set08-raider.hjson
2023-06-11 02:40:15,752 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set9-1.hjson
2023-06-11 02:40:15,783 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set9-2.hjson
2023-06-11 02:40:15,816 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set10-gondor.hjson
2023-06-11 02:40:15,850 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set10.hjson
2023-06-11 02:40:15,888 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set11-site.hjson
2023-06-11 02:40:15,915 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set14.hjson
2023-06-11 02:40:15,959 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set15-orc.hjson
2023-06-11 02:40:15,992 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set16.hjson
2023-06-11 02:40:16,026 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set17-gandalf.hjson
2023-06-11 02:40:16,047 DEBUG LotroCardBlueprintLibrary:233 - Loaded JSON card file set17-wraith.hjson
